start_time,flow_packet_num,flow_sizes,mean_packet_size_32,mean_packet_size_20,mean_packet_size_16,mean_packet_size_8,mean_packet_size_4,coflow_id
15537.0,28694,27976710.5,972.2,969.5,969.7,971.2,970.0,4
15588.0,28694,27974958.0,973.7,972.8,972.6,974.2,974.4,4
15572.0,28694,27973812.3,977.0,978.9,977.1,973.0,972.3,4
15603.0,28694,27976600.7,975.8,976.8,977.4,976.0,976.0,4
15609.0,28694,27979112.7,972.0,973.2,973.2,976.5,978.6,4
15542.0,28694,27976379.4,974.2,975.6,975.6,977.7,985.5,4
15628.0,28694,27977132.8,973.5,972.7,970.0,969.3,973.6,4
15549.0,28694,27978053.2,974.7,976.1,976.4,972.2,974.7,4
15613.0,28694,27978542.0,975.5,975.8,975.0,975.2,976.4,4
15576.0,28694,27977058.2,974.7,974.3,975.1,974.0,973.0,4
15562.0,28694,27977300.4,976.1,976.5,977.9,975.8,980.6,4
15593.0,28694,27978676.7,973.0,973.1,973.7,976.0,975.4,4
15595.0,28694,27972451.3,973.6,971.5,971.4,974.7,975.0,4
15563.0,28694,27979242.9,975.4,975.1,974.8,973.0,977.4,4
15607.0,28694,27975102.2,976.1,977.4,979.3,978.2,977.6,4
15573.0,28694,27976562.7,975.3,975.1,975.6,977.4,974.3,4
15578.0,28694,27976926.7,975.1,977.2,976.2,970.6,971.8,4
15620.0,28694,27976440.3,973.4,973.1,974.6,971.2,972.6,4
15594.0,28694,27975025.0,975.2,973.6,972.6,973.5,978.6,4
15560.0,28694,27974508.0,974.4,974.3,974.9,978.2,977.3,4
15575.0,28694,27976625.6,976.6,975.7,975.7,972.6,972.8,4
15543.0,28694,27977647.8,974.6,972.1,971.6,970.6,970.9,4
15544.0,28694,27979617.0,977.0,977.7,977.8,977.6,979.0,4
15543.0,28694,27975475.1,974.8,975.9,973.8,970.0,969.9,4
15541.0,28694,27980927.1,976.5,977.2,977.0,976.5,974.3,4
15542.0,28694,27978078.5,974.8,973.2,973.8,973.9,971.2,4
15563.0,28694,27974997.8,975.8,976.5,976.5,979.4,977.4,4
15540.0,28694,27975010.6,975.7,974.7,974.7,978.3,984.9,4
15590.0,28694,27977352.9,973.7,974.7,974.2,972.4,966.9,4
15616.0,28694,27975619.2,975.4,975.6,974.4,968.4,963.5,4
15610.0,28694,27976215.7,974.0,974.1,974.3,974.3,979.1,4
15613.0,28694,27976852.8,974.3,977.1,976.2,975.6,968.0,4
15594.0,28694,27976859.4,975.3,974.1,974.2,972.4,975.3,4
15614.0,28694,27975878.2,974.7,974.2,975.6,975.3,976.7,4
15617.0,28694,27979667.5,975.2,975.2,974.6,972.2,971.6,4
15550.0,28694,27976497.8,971.5,974.7,974.4,972.3,974.3,4
15611.0,28694,27977487.8,975.2,974.7,975.0,973.8,979.6,4
15594.0,28694,27975181.1,976.1,976.7,975.5,976.4,977.4,4
15549.0,28694,27978913.0,975.9,976.4,977.9,979.1,978.5,4
15613.0,28694,27977522.8,977.0,974.6,975.3,970.9,973.4,4
15620.0,28694,27975320.7,977.6,979.1,978.4,981.8,987.3,4
15617.0,28694,27975256.6,972.4,971.8,972.4,972.4,974.3,4
15561.0,28694,27974788.1,974.7,976.3,976.1,975.0,967.0,4
15623.0,28694,27977341.5,974.3,972.1,972.2,970.4,970.4,4
15544.0,28694,27978107.4,977.7,975.9,973.5,975.1,975.0,4
15573.0,28694,27974121.6,972.9,970.9,971.1,966.0,970.3,4
15574.0,28694,27977688.7,970.9,972.4,970.0,967.7,964.7,4
15622.0,28694,27978193.5,974.0,973.6,974.5,977.4,978.2,4
15563.0,28694,27979695.5,973.5,973.2,972.8,968.8,970.5,4
15605.0,28694,27976817.5,975.0,975.6,976.2,974.8,974.5,4
15546.0,28694,27976765.2,974.6,974.4,976.9,981.6,981.0,4
15612.0,28694,27980729.9,973.0,972.8,972.4,971.3,974.2,4
15596.0,28694,27975549.7,973.6,973.9,973.1,971.0,972.4,4
15611.0,28694,27978306.0,975.4,975.9,976.3,976.5,976.5,4
15600.0,28694,27976482.2,974.8,975.1,973.7,974.4,966.9,4
15590.0,28694,27975204.3,976.5,975.0,974.1,971.7,971.9,4
15596.0,28694,27979946.1,970.6,970.4,971.1,970.6,967.2,4
15563.0,28694,27974317.9,975.9,976.7,976.2,978.2,979.8,4
15606.0,28694,27976488.8,980.1,978.9,979.0,982.0,986.8,4
15586.0,28694,27976118.9,975.0,972.8,974.7,972.7,961.3,4
15573.0,28694,27976762.5,974.2,974.5,974.2,970.8,971.3,4
15532.0,28694,27976424.7,976.9,979.0,979.7,978.0,976.8,4
15568.0,28694,27976934.2,975.9,976.5,976.6,978.3,982.7,4
15552.0,28694,27977054.2,975.0,973.3,972.7,971.6,975.8,4
15630.0,28694,27973953.3,973.9,970.6,969.5,966.9,965.6,4
15537.0,28694,27974500.1,970.4,972.6,973.1,970.9,969.8,4
15583.0,28694,27975317.2,976.2,977.4,977.8,980.7,979.1,4
15569.0,28694,27979507.6,975.2,974.9,974.1,977.9,983.7,4
15578.0,28694,27974394.7,974.4,974.9,975.0,972.6,969.0,4
15609.0,28694,27974955.4,973.6,976.6,976.2,976.7,974.2,4
15616.0,28694,27973833.1,974.6,978.3,980.7,978.0,975.6,4
15556.0,28694,27978639.3,973.5,972.5,971.5,973.7,976.7,4
15631.0,28694,27974756.9,974.8,975.8,974.8,975.1,978.1,4
15541.0,28694,27976583.0,976.2,978.6,978.9,980.1,980.6,4
15535.0,28694,27976014.0,974.2,976.4,975.3,977.6,982.0,4
15538.0,28694,27977773.3,971.7,973.8,974.6,976.7,968.8,4
15617.0,28694,27976173.4,974.1,974.7,973.0,970.8,976.2,4
15576.0,28694,27977640.4,975.6,976.3,976.5,972.6,976.1,4
15567.0,28694,27975539.6,977.2,978.2,980.1,979.4,980.9,4
15566.0,28694,27976759.9,973.4,972.8,972.5,970.1,965.2,4
15625.0,28694,27977603.7,976.3,974.2,973.4,971.1,974.2,4
15561.0,28694,27978897.1,971.8,972.9,974.5,973.2,972.6,4
15537.0,28694,27977043.8,976.9,974.3,973.8,975.0,973.5,4
15556.0,28694,27979292.3,975.8,976.5,975.6,976.5,972.6,4
15601.0,28694,27978259.0,974.3,973.9,971.7,975.2,976.6,4
15557.0,28694,27974468.6,976.6,977.4,977.8,980.2,973.8,4
15554.0,28694,27975496.1,973.8,971.9,971.7,967.5,966.7,4
15548.0,28694,27975975.1,973.8,974.4,973.7,974.2,971.8,4
15556.0,28694,27976429.3,973.8,974.1,974.3,975.7,980.8,4
15551.0,28694,27975601.0,971.1,971.7,971.0,968.3,967.4,4
15539.0,28694,27973668.5,973.9,972.9,973.3,974.9,975.6,4
15593.0,28694,27978195.9,972.6,972.1,974.7,974.2,967.6,4
15567.0,28694,27973676.7,976.0,976.3,975.6,978.1,980.6,4
15599.0,28694,27979543.9,976.5,976.6,978.1,980.1,983.9,4
15605.0,28694,27976535.6,971.9,972.2,971.8,971.3,978.2,4
15558.0,28694,27976546.5,976.1,976.3,974.9,969.2,964.9,4
15629.0,28694,27978211.8,975.9,975.8,976.1,974.9,973.5,4
15592.0,28694,27977148.4,975.2,975.0,974.1,969.9,967.2,4
15557.0,28694,27975064.3,977.7,978.6,979.1,974.2,964.5,4
15561.0,28694,27978573.6,974.5,976.4,977.2,978.1,973.6,4
15535.0,28694,27974996.9,973.9,975.3,974.9,979.3,977.2,4
15611.0,28694,27977270.0,972.7,971.4,971.0,973.9,974.6,4
15541.0,28694,27973626.3,972.9,976.2,975.5,975.8,971.9,4
15540.0,28694,27976367.2,974.4,974.2,973.6,974.9,975.4,4
15604.0,28694,27977626.2,976.9,976.3,974.9,974.7,975.6,4
15592.0,28694,27974848.5,972.8,973.7,974.9,973.6,973.4,4
15620.0,28694,27977768.4,976.0,974.8,973.8,977.4,978.0,4
15623.0,28694,27977061.2,974.7,974.5,976.4,975.5,976.2,4
15555.0,28694,27977534.7,976.7,975.1,975.7,973.6,972.8,4
15561.0,28694,27976242.9,977.5,977.7,976.4,974.2,966.6,4
15622.0,28694,27976812.5,976.6,977.3,977.4,977.4,982.5,4
15620.0,28694,27977993.9,973.4,975.2,976.5,981.4,983.5,4
15555.0,28694,27977120.5,978.8,978.2,979.1,981.3,979.9,4
15544.0,28694,27976717.0,974.4,974.2,975.1,977.2,970.8,4
15615.0,28694,27974364.0,973.9,973.5,972.6,972.0,970.0,4
15557.0,28694,27977190.5,974.8,972.2,971.1,971.6,971.6,4
15613.0,28694,27978063.3,975.1,975.6,975.6,975.2,977.6,4
15534.0,28694,27975368.1,973.8,976.3,973.9,973.4,976.3,4
15605.0,28694,27975434.0,975.1,973.4,974.4,973.9,981.0,4
15626.0,28694,27978693.4,975.0,973.4,973.3,970.7,975.0,4
15608.0,28694,27977406.5,975.4,976.1,974.9,970.8,963.9,4
15567.0,28694,27976961.0,975.4,976.4,976.1,977.6,974.4,4
15596.0,28694,27975736.8,973.0,971.6,971.0,973.7,972.1,4
15582.0,28694,27976439.3,974.0,970.8,968.5,966.6,970.8,4
15589.0,28694,27975441.8,976.6,976.0,975.9,975.8,973.0,4
15561.0,28694,27980899.6,974.5,974.2,971.1,974.0,975.0,4
15610.0,28694,27976819.5,972.6,971.6,971.1,969.2,964.1,4
15534.0,28694,27976590.8,973.6,973.6,971.8,971.8,972.1,4
15534.0,28694,27975499.9,971.8,970.8,970.6,975.6,979.6,4
15545.0,28694,27977399.7,978.4,977.7,977.0,974.4,977.4,4
15604.0,28694,27977583.0,974.9,976.2,976.4,975.2,976.0,4
15585.0,28694,27972378.5,978.9,980.2,980.1,978.7,978.4,4
15540.0,28694,27976333.8,974.9,974.0,975.6,971.2,974.5,4
15619.0,28694,27975189.6,971.8,969.4,967.8,965.2,958.1,4
15557.0,28694,27977882.9,973.6,974.7,975.8,974.3,974.5,4
15574.0,28694,27976636.3,977.2,976.4,977.7,981.7,983.2,4
15616.0,28694,27976027.2,973.8,974.6,973.3,973.5,971.0,4
15552.0,28694,27978366.2,976.1,975.5,976.6,975.2,977.8,4
15533.0,28694,27975463.1,973.8,973.3,974.8,975.3,978.0,4
15559.0,28694,27974682.0,978.4,976.8,976.7,978.1,970.3,4
15561.0,28694,27976484.2,980.0,982.0,982.6,976.9,976.1,4
15553.0,28694,27975651.3,974.4,974.4,974.4,975.0,974.1,4
15556.0,28694,27975996.4,973.3,974.3,973.5,973.0,969.3,4
15619.0,28694,27977094.3,975.4,975.4,975.7,976.6,979.4,4
15573.0,28694,27976198.1,974.9,974.8,974.8,979.3,982.8,4
15555.0,28694,27978557.6,973.9,975.1,974.0,977.0,973.6,4
15563.0,28694,27978313.0,976.0,978.4,978.3,972.2,970.2,4
15550.0,28694,27973946.6,974.7,976.8,976.4,971.3,971.4,4
15603.0,28694,27975186.7,977.4,975.6,975.0,976.2,979.2,4
15531.0,28694,27976462.2,974.8,972.7,972.4,972.2,969.8,4
15534.0,28694,27978838.5,975.1,974.1,976.1,974.5,976.0,4
15532.0,28694,27976165.7,972.6,972.3,969.6,972.8,975.6,4
15614.0,28694,27976357.2,976.1,975.0,976.4,975.8,976.8,4
15574.0,28694,27977449.0,974.2,976.3,974.1,970.0,973.1,4
15558.0,28694,27974749.2,974.8,973.9,973.1,971.5,974.1,4
15614.0,28694,27976607.1,974.0,975.0,975.0,975.2,973.8,4
15542.0,28694,27975330.5,977.3,975.7,977.6,975.5,969.3,4
15532.0,28694,27978857.5,977.8,974.6,974.9,974.5,976.0,4
15586.0,28694,27976487.2,970.0,970.6,969.7,971.9,979.5,4
15543.0,28694,27977374.7,975.3,976.2,974.9,974.7,976.3,4
15538.0,28694,27976816.3,973.2,973.9,971.8,970.6,960.6,4
15619.0,28694,27975673.4,974.3,976.2,976.1,970.3,965.7,4
15603.0,28694,27975157.5,976.9,975.4,975.9,979.2,981.2,4
15532.0,28694,27973485.6,975.8,974.8,974.1,975.0,974.6,4
15562.0,28694,27978181.7,975.2,975.7,975.5,975.6,974.1,4
15630.0,28694,27976333.7,975.4,977.5,975.4,976.1,976.3,4
15534.0,28694,27974110.1,978.2,978.6,978.2,979.6,983.4,4
15602.0,28694,27976919.2,976.0,974.7,977.2,972.2,976.0,4
15579.0,28694,27975398.5,974.7,975.5,975.6,976.8,975.1,4
15549.0,28694,27977668.7,974.1,974.5,976.3,972.8,974.3,4
15585.0,28694,27975294.1,977.9,978.9,980.3,985.0,982.5,4
15577.0,28694,27976206.1,974.4,974.3,974.7,974.5,974.6,4
15532.0,28694,27977908.4,974.8,976.0,975.6,977.9,981.9,4
15622.0,28694,27975645.1,976.2,975.9,975.9,976.3,971.3,4
15629.0,28694,27973956.8,973.6,973.2,972.5,968.5,969.6,4
15598.0,28694,27975088.9,974.1,973.0,973.3,974.1,973.1,4
15618.0,28694,27978450.4,975.2,975.6,976.8,976.8,976.1,4
15536.0,28694,27978192.9,975.3,976.0,977.0,975.0,975.8,4
15572.0,28694,27978019.0,974.1,971.0,969.8,968.7,965.7,4
15592.0,28694,27975607.4,971.3,972.8,973.3,973.2,972.9,4
15613.0,28694,27979433.3,972.3,971.6,970.1,967.1,968.1,4
15563.0,28694,27977448.9,972.2,972.1,971.8,976.9,976.3,4
15622.0,28694,27978133.3,975.2,976.4,975.2,976.8,972.2,4
15616.0,28694,27977953.4,973.8,975.6,977.3,973.8,970.7,4
15591.0,28694,27976167.1,975.0,974.6,971.9,971.6,975.2,4
15538.0,28694,27980840.6,976.2,978.7,979.9,980.1,983.9,4
15574.0,28694,27977291.1,975.9,975.0,974.2,968.7,970.8,4
15578.0,28694,27978328.8,975.6,972.5,972.1,973.5,973.2,4
15597.0,28694,27979106.2,974.8,973.5,974.5,973.9,973.2,4
15557.0,28694,27976200.4,973.4,975.2,975.5,976.0,970.7,4
15577.0,28694,27975255.4,974.9,973.1,974.4,977.1,985.1,4
15613.0,28694,27976680.1,976.9,977.2,977.5,983.1,985.0,4
15554.0,28694,27977163.6,975.9,972.7,971.8,973.4,971.6,4
15544.0,28694,27977912.8,973.5,973.8,974.4,976.0,982.1,4
15589.0,28694,27977149.8,973.8,972.7,974.0,976.4,978.9,4
15577.0,28694,27977421.6,976.6,974.4,975.4,976.0,975.9,4
15578.0,28694,27977358.9,974.6,977.0,976.5,981.4,975.5,4
15572.0,28694,27977587.3,974.8,974.9,976.0,972.4,967.5,4
15590.0,28694,27976641.3,976.3,975.9,976.8,977.7,974.6,4
15579.0,28694,27977705.2,973.2,972.7,972.2,970.9,970.9,4
15576.0,28694,27971899.7,973.0,972.8,972.5,973.6,979.0,4
15596.0,28694,27977282.3,974.8,973.7,975.1,976.2,972.0,4
15594.0,28694,27976621.4,972.7,971.9,972.2,973.5,975.5,4
15610.0,28694,27977131.1,972.0,970.4,969.5,968.7,968.7,4
15570.0,28694,27979381.5,973.8,972.6,972.4,968.2,968.8,4
15537.0,28694,27975258.8,973.8,976.3,979.1,979.5,984.2,4
15589.0,28694,27976160.5,976.6,978.6,980.0,980.2,979.9,4
15551.0,28694,27974557.5,973.3,972.8,972.5,968.9,966.9,4
15592.0,28694,27978636.7,975.2,975.0,973.3,977.2,976.8,4
15560.0,28694,27977012.2,975.9,974.2,974.0,974.9,974.0,4
15581.0,28694,27975902.7,976.5,975.8,976.6,975.3,969.4,4
15615.0,28694,27975033.5,975.2,973.7,973.1,976.3,982.4,4
15551.0,28694,27975629.6,972.7,974.1,973.9,975.5,973.0,4
15552.0,28694,27977189.2,973.9,975.2,972.8,974.2,977.4,4
15619.0,28694,27977061.7,974.6,975.1,973.7,973.0,977.0,4
15557.0,28694,27976766.0,976.7,977.5,978.7,981.2,981.8,4
15561.0,28694,27977728.5,973.1,973.8,973.7,969.0,964.4,4
15573.0,28694,27977436.8,976.1,976.0,975.6,976.5,975.5,4
15630.0,28694,27973707.9,974.2,973.2,972.6,972.2,975.6,4
15607.0,28694,27975148.8,973.5,974.9,975.2,976.4,980.9,4
15606.0,28694,27974147.8,976.1,975.8,975.5,975.3,976.5,4
15618.0,28694,27978319.0,973.7,974.0,974.9,974.8,972.4,4
15577.0,28694,27979249.0,977.5,977.8,978.1,974.5,974.3,4
15570.0,28694,27975965.2,976.1,975.7,975.0,970.9,975.8,4
15598.0,28694,27976507.3,974.8,973.9,971.4,976.9,973.5,4
15586.0,28694,27976051.9,975.1,975.1,973.9,973.3,976.2,4
15603.0,28694,27979444.6,973.3,976.0,974.8,979.3,976.8,4
15570.0,28694,27977226.2,972.3,973.3,972.1,970.4,973.1,4
15533.0,28694,27978959.9,973.3,976.4,975.8,978.8,981.4,4
15607.0,28694,27977275.3,977.6,977.5,977.5,976.4,970.4,4
15581.0,28694,27979895.8,975.8,975.0,972.7,976.6,979.4,4
15596.0,28694,27977649.4,973.4,975.0,972.4,973.9,982.9,4
15538.0,28694,27974656.2,972.3,971.9,972.0,970.3,970.7,4
15539.0,28694,27977305.5,975.5,975.8,976.7,975.9,974.9,4
15571.0,28694,27972889.0,973.8,974.8,974.1,971.9,979.1,4
15608.0,28694,27976794.4,974.8,972.8,972.6,972.0,979.0,4
15596.0,28694,27976049.5,973.4,973.0,975.0,974.6,976.8,4
15533.0,28694,27974716.7,975.4,978.2,979.5,979.0,981.4,4
15555.0,28694,27976367.5,973.9,973.6,973.2,969.1,969.8,4
15566.0,28694,27978257.4,974.0,975.6,976.3,973.8,976.0,4
15539.0,28694,27977344.2,973.7,973.6,974.1,972.8,969.9,4
15626.0,28694,27976725.2,975.9,978.2,979.0,979.6,984.4,4
15547.0,28694,27976351.0,971.6,973.9,972.2,969.2,971.0,4
15545.0,28694,27974057.8,973.8,973.9,975.8,978.3,971.5,4
15552.0,28694,27977664.4,973.9,971.8,973.7,973.1,968.0,4
15622.0,28694,27975966.5,977.0,977.9,978.7,977.8,973.1,4
15587.0,28694,27976375.6,973.8,976.0,974.4,971.5,974.0,4
15619.0,28694,27979261.9,973.2,971.3,972.3,971.3,970.4,4
15590.0,28694,27976807.5,975.1,974.8,976.1,976.0,974.9,4
15544.0,28694,27977380.2,974.3,974.2,971.9,971.4,969.7,4
15619.0,28694,27974336.0,974.9,972.9,975.4,975.2,974.4,4
15603.0,28694,27977180.7,975.1,975.7,975.4,974.9,969.2,4
15591.0,28694,27978458.6,975.2,975.8,974.4,970.0,967.2,4
15592.0,28694,27977853.7,973.6,971.9,972.5,974.2,977.8,4
15537.0,28694,27974920.9,973.9,973.4,975.4,971.4,972.8,4
15611.0,28694,27978819.6,976.4,974.0,973.5,973.8,973.4,4
15538.0,28694,27976592.7,976.0,977.3,979.0,978.9,969.6,4
15620.0,28694,27978202.6,977.5,978.6,976.9,970.8,969.2,4
15579.0,28694,27978803.2,975.2,973.8,974.4,972.1,971.4,4
15544.0,28694,27976013.2,973.1,975.4,975.4,974.7,976.0,4
15580.0,28694,27977729.1,971.8,972.0,971.4,970.2,973.4,4
15556.0,28694,27976644.2,975.8,977.0,977.2,979.7,981.3,4
15601.0,28694,27979646.4,976.6,976.8,976.7,975.8,971.2,4
15561.0,28694,27975220.6,977.0,979.5,980.5,982.0,981.3,4
15560.0,28694,27976567.4,974.9,974.1,975.9,972.2,974.9,4
15560.0,28694,27975689.1,972.5,970.0,970.3,968.2,969.7,4
15602.0,28694,27977424.7,973.0,972.4,971.8,970.3,963.1,4
15572.0,28694,27975275.1,974.4,973.0,973.5,975.4,978.8,4
15622.0,28694,27975820.2,974.0,974.3,975.4,978.2,978.4,4
15629.0,28694,27978749.9,973.7,974.2,971.8,968.3,961.4,4
15608.0,28694,27975504.3,975.0,971.2,971.4,970.7,972.7,4
15546.0,28694,27975736.5,970.7,969.4,969.3,966.6,960.0,4
15570.0,28694,27975761.9,973.2,973.2,973.0,971.3,974.8,4
15560.0,28694,27977658.1,976.0,976.6,976.2,976.2,976.1,4
15548.0,28694,27972946.3,975.7,973.9,975.4,972.5,972.8,4
15560.0,28694,27978026.1,972.6,972.6,973.6,972.5,973.8,4
15599.0,28694,27978356.1,975.9,977.5,978.2,975.1,976.5,4
15574.0,28694,27977338.7,973.2,974.3,975.5,975.5,967.6,4
15557.0,28694,27977523.8,978.9,979.5,979.0,976.6,979.4,4
15574.0,28694,27975752.0,975.5,977.8,977.6,978.9,979.0,4
15543.0,28694,27976919.9,974.0,975.7,974.9,971.1,968.8,4
15592.0,28694,27979359.6,976.2,973.2,974.6,976.7,977.2,4
15561.0,28694,27975158.2,972.0,970.9,969.8,965.9,971.5,4
15563.0,28694,27978423.4,976.1,975.3,976.0,976.8,971.5,4
15543.0,28694,27975619.6,974.3,972.3,972.5,969.1,964.3,4
15629.0,28694,27976402.6,974.6,969.3,968.4,969.7,964.9,4
15548.0,28694,27973998.3,977.1,978.7,978.3,982.2,981.2,4
15534.0,28694,27978254.1,974.5,976.1,977.5,979.6,975.8,4
15584.0,28694,27976544.1,975.7,977.0,977.5,979.8,981.0,4
15551.0,28694,27975791.5,977.8,977.3,975.5,972.5,973.2,4
15565.0,28694,27974750.9,975.2,973.8,973.7,972.7,971.0,4
15576.0,28694,27976123.7,976.1,978.3,979.6,978.3,972.7,4
15578.0,28694,27979613.6,975.4,975.0,974.8,975.2,973.6,4
15619.0,28694,27976143.1,975.8,973.2,972.9,970.5,970.1,4
15624.0,28694,27978613.9,973.8,971.8,972.0,974.1,974.4,4
15570.0,28694,27979049.7,975.7,974.2,972.1,976.5,974.7,4
15568.0,28694,27979031.6,975.6,973.4,973.7,974.6,973.4,4
15564.0,28694,27977579.0,972.4,970.6,971.4,974.9,975.6,4
15609.0,28694,27975773.1,972.6,973.0,972.4,975.7,973.6,4
15576.0,28694,27979365.4,977.1,978.1,979.0,977.4,977.5,4
15589.0,28694,27976227.5,975.4,975.6,977.5,979.6,984.0,4
15625.0,28694,27973866.9,972.8,971.0,969.9,966.8,967.6,4
15545.0,28694,27975664.3,977.3,977.1,974.0,974.3,976.0,4
15542.0,28694,27976961.2,973.9,972.2,971.6,970.7,975.7,4
15607.0,28694,27976472.7,971.3,971.3,972.7,974.0,981.3,4
15573.0,28694,27975202.9,975.9,977.8,976.0,975.4,978.8,4
15617.0,28694,27976003.9,978.6,977.4,979.0,980.7,977.1,4
15581.0,28694,27979143.8,975.2,974.8,974.8,975.6,973.4,4
15540.0,28694,27979076.6,975.0,977.1,974.0,976.1,980.5,4
15553.0,28694,27978375.2,975.9,976.3,976.6,977.6,981.0,4
15564.0,28694,27979505.0,973.3,973.2,974.6,975.6,977.3,4
15539.0,28694,27978203.9,975.4,975.1,975.2,973.4,967.2,4
15557.0,28694,27977791.2,974.5,975.4,975.5,977.9,975.3,4
15597.0,28694,27974282.8,977.1,976.1,977.1,974.3,974.3,4
15605.0,28694,27974424.6,974.7,974.5,974.1,974.4,976.3,4
15564.0,28694,27976487.7,971.5,972.0,969.5,972.1,977.5,4
15598.0,28694,27975518.8,974.3,974.5,974.6,977.8,972.4,4
15565.0,28694,27975909.4,972.4,973.8,973.8,977.9,973.1,4
15620.0,28694,27974962.3,974.9,974.2,973.4,975.6,983.5,4
15589.0,28694,27976643.9,972.1,973.2,973.5,976.5,975.2,4
15611.0,28694,27976821.3,973.8,974.7,972.4,967.7,968.5,4
15553.0,28694,27972287.7,971.9,972.4,973.0,969.2,974.1,4
15589.0,28694,27977651.4,972.7,970.8,971.4,968.3,973.3,4
15614.0,28694,27974275.5,974.4,974.1,973.9,972.7,970.1,4
15552.0,28694,27976010.9,978.0,977.9,977.7,977.2,983.7,4
15545.0,28694,27975321.9,975.5,976.5,977.6,978.8,976.8,4
15548.0,28694,27977743.4,975.1,976.4,978.3,978.0,974.8,4
15572.0,28694,27975418.5,975.2,973.6,974.3,974.8,972.3,4
15542.0,28694,27976619.1,975.7,975.6,976.9,976.0,980.1,4
15573.0,28694,27974224.2,973.1,973.1,972.2,970.7,976.6,4
15612.0,28694,27978629.1,972.9,971.9,972.5,969.7,965.4,4
15586.0,28694,27977990.5,977.8,979.0,978.9,980.4,978.8,4
15593.0,28694,27975997.5,971.9,972.5,970.6,970.9,966.2,4
15573.0,28694,27979419.2,973.1,974.1,973.2,974.5,976.6,4
15532.0,28694,27977444.8,975.5,975.4,975.0,975.2,981.0,4
15585.0,28694,27977114.0,974.7,977.6,978.2,982.0,985.0,4
15612.0,28694,27976234.6,972.7,973.2,974.8,973.9,969.6,4
15607.0,28694,27974951.0,976.1,978.1,979.5,977.2,975.6,4
15552.0,28694,27980858.6,976.7,975.2,973.7,973.0,977.7,4
15588.0,28694,27975246.5,974.6,973.1,970.4,970.9,963.6,4
15543.0,28694,27975070.8,971.3,970.6,971.1,967.8,966.4,4
15559.0,28694,27974809.7,978.3,978.2,978.0,979.4,988.1,4
15578.0,28694,27973046.6,978.4,977.1,977.2,977.2,971.3,4
15599.0,28694,27975087.4,975.7,978.7,979.0,975.9,973.4,4
15605.0,28694,27975614.6,977.3,976.8,977.2,977.8,981.0,4
15537.0,28694,27978802.0,974.2,973.7,973.9,976.4,979.2,4
15585.0,28694,27975705.0,974.7,972.5,971.2,975.6,976.4,4
15619.0,28694,27974886.2,976.1,973.7,973.7,971.7,982.4,4
15616.0,28694,27974800.5,975.9,976.5,977.1,981.9,977.0,4
15612.0,28694,27972994.1,975.9,975.3,975.1,974.0,972.6,4
15539.0,28694,27977746.4,974.1,973.2,974.9,974.1,977.2,4
15598.0,28694,27976373.8,974.9,975.3,973.4,976.2,980.2,4
15627.0,28694,27976191.4,973.4,974.2,973.8,974.8,976.7,4
15557.0,28694,27973685.4,978.2,976.3,975.9,974.8,974.0,4
15536.0,28694,27978187.7,973.4,975.1,975.5,974.5,973.2,4
15563.0,28694,27978597.1,973.7,974.9,975.7,979.5,978.4,4
15624.0,28694,27979580.8,974.8,977.5,977.7,978.3,979.7,4
15605.0,28694,27974673.6,975.7,975.0,977.2,980.4,979.5,4
15576.0,28694,27976568.0,974.6,974.7,974.9,974.8,979.2,4
15566.0,28694,27977805.0,974.5,974.0,973.4,969.7,966.5,4
15553.0,28694,27974667.2,976.3,977.1,976.8,976.2,971.4,4
15587.0,28694,27975364.1,973.3,974.5,975.7,973.3,973.8,4
15570.0,28694,27978124.8,973.1,973.4,975.4,975.0,978.2,4
15548.0,28694,27978602.4,977.8,978.4,978.7,977.7,982.2,4
15560.0,28694,27977305.8,973.9,973.9,974.2,976.2,968.9,4
15574.0,28694,27975703.8,973.7,974.8,973.8,970.0,969.8,4
15613.0,28694,27975002.5,973.6,973.0,971.9,972.9,974.7,4
15595.0,28694,27977252.4,974.9,975.4,975.1,976.7,980.0,4
15560.0,28694,27975126.1,972.9,973.6,976.1,972.8,977.3,4
15564.0,28694,27979402.9,973.7,975.7,976.4,980.6,982.9,4
15577.0,28694,27980021.7,975.9,976.4,977.4,971.2,972.5,4
15582.0,28694,27975699.5,977.7,979.6,980.5,978.6,983.2,4
15618.0,28694,27977286.5,977.4,979.2,976.3,975.4,977.5,4
15624.0,28694,27978562.6,976.2,975.7,977.7,975.0,971.6,4
15583.0,28694,27976112.4,975.8,977.6,977.7,976.0,977.6,4
15598.0,28694,27977988.7,974.6,974.4,975.8,975.0,975.5,4
15552.0,28694,27977405.9,974.4,972.2,971.0,969.2,971.8,4
15555.0,28694,27973321.2,975.6,978.4,978.5,983.0,979.3,4
15539.0,28694,27978178.4,976.6,974.8,976.6,978.4,977.4,4
15559.0,28694,27980303.7,977.0,975.9,975.1,975.4,978.6,4
15578.0,28694,27979018.9,972.9,973.5,973.8,971.2,973.4,4
15569.0,28694,27976273.5,973.7,975.1,977.3,977.2,974.4,4
15531.0,28694,27975164.1,975.5,975.4,974.4,973.4,975.8,4
15596.0,28694,27976072.5,976.8,973.8,975.7,977.2,977.0,4
15602.0,28694,27974831.6,975.0,975.1,975.1,974.4,974.8,4
15551.0,28694,27975166.1,975.4,978.1,978.0,980.2,982.0,4
