start_time,flow_size,mean_packet_size_20,mean_packet_size_16,mean_packet_size_8,mean_packet_size_4,mean_packet_size_32,coflow_id
2709936.4156924607,1096222,572.5,567.0625,558.75,560.5,572.5,447
2709986.4682815704,1086844,571.25,565.6875,563.0,570.5,571.46875,447
2709955.4950545533,1082904,571.15,574.6875,565.625,562.75,568.0625,447
2709994.9069367037,1076771,572.65,571.9375,588.375,585.0,572.625,447
2709930.386496934,1071371,570.2,570.375,568.125,567.25,571.6875,447
2709929.643314524,1090898,572.85,570.8125,564.25,573.75,570.9375,447
2709976.0102704233,1044668,578.85,580.25,585.625,583.5,579.34375,447
2709992.5913250316,1058583,574.35,576.5,580.625,577.25,571.75,447
2709931.6553630126,1045446,564.6,559.5625,565.5,551.25,567.03125,447
2709931.7826740355,1098962,566.25,565.0625,563.25,551.25,567.46875,447
2709979.4809101424,1084571,566.3,566.8125,563.875,563.5,562.96875,447
2709988.281542808,1078879,574.9,573.375,564.625,577.25,570.65625,447
2709914.6464858507,1056853,569.25,567.125,558.25,556.75,572.59375,447
2709976.873944341,1081593,561.45,562.1875,566.5,564.0,567.15625,447
2709922.695371564,1043207,568.9,566.5,576.25,581.25,571.125,447
2709946.3224222716,1077209,576.0,576.1875,582.5,579.75,572.03125,447
2709978.523293264,1067490,575.9,576.75,587.5,579.5,574.59375,447
2709915.5041665444,1048706,562.5,559.5,554.0,555.75,562.28125,447
2709933.952780183,1093469,569.9,564.1875,549.125,552.25,570.0625,447
2710004.2163138725,1079185,555.6,559.6875,562.875,548.0,561.53125,447
2709925.025765407,1077651,575.45,573.875,583.875,584.75,573.96875,447
2709997.8360963785,1061783,568.45,568.625,569.125,570.75,570.40625,447
2709944.218437569,1088830,566.95,571.6875,581.875,574.0,565.5,447
2709926.626977035,1081717,568.65,568.5625,574.5,589.75,573.03125,447
2709930.738060587,1082563,569.85,568.75,571.625,574.0,568.84375,447
2710007.221616533,1086237,568.25,566.9375,557.625,551.75,571.09375,447
2709936.6239558537,1080280,570.1,567.5,568.625,575.75,573.40625,447
2709909.570391024,1067183,575.85,578.0625,580.0,588.0,577.84375,447
2709959.6156063825,1053152,572.95,576.5625,572.75,582.0,568.34375,447
2709974.585752785,1100763,564.8,564.75,562.875,555.0,568.90625,447
2709910.933816646,1080332,573.2,570.0,563.875,565.5,568.59375,447
2709970.7367730364,1031949,568.7,568.1875,577.5,570.0,569.96875,447
2709927.6027056933,1080828,571.8,572.5,576.25,581.5,572.28125,447
2709979.024465567,1081945,568.55,568.8125,567.875,573.0,567.53125,447
2709928.0700808135,1084775,573.2,571.4375,571.5,558.5,571.4375,447
2709959.633145607,1041509,571.45,567.875,564.875,570.75,573.1875,447
2709939.850465924,1106339,572.25,565.375,567.125,567.0,575.125,447
2709974.876857191,1066662,570.35,569.125,569.875,567.75,568.59375,447
2709955.6370997243,1076647,570.75,566.3125,557.25,556.75,576.15625,447
2709979.449069683,1077378,562.85,562.4375,559.875,559.75,565.28125,447
2709941.1122482917,1092335,571.2,572.5,568.625,571.25,572.84375,447
2709911.7240368645,1076837,570.95,569.4375,569.125,571.75,570.15625,447
2709931.9413913335,1056204,573.15,576.9375,580.875,578.5,570.09375,447
2709935.8419680144,1095868,575.8,575.875,570.75,562.25,572.21875,447
2709951.4569848543,1065070,566.4,566.9375,566.125,564.25,563.59375,447
2709995.0241397577,1087170,568.3,569.1875,566.75,569.5,571.5,447
2709937.2251184564,1080686,566.2,564.0,559.125,545.0,568.0,447
2709993.6337313238,1087385,572.5,571.625,581.375,580.0,572.0,447
2709983.7811912973,1064128,573.6,575.0625,571.625,586.0,572.9375,447
2709913.765485621,1064538,571.65,568.5625,570.5,565.75,572.40625,447
2709915.7884680093,1075594,572.95,576.5,576.625,586.75,574.9375,447
2709978.0833401172,1080148,564.0,560.9375,554.625,552.75,565.46875,447
2709931.0939323795,1067504,571.45,569.8125,563.75,544.25,569.875,447
2709979.215250822,1095775,567.55,568.125,572.125,589.75,566.09375,447
2709958.2751502222,1069444,574.5,576.0625,579.625,571.5,575.46875,447
2709975.347528317,1055208,569.85,570.1875,570.0,576.5,569.3125,447
2710008.8259749343,1056107,575.35,571.4375,561.5,563.25,576.40625,447
2709944.871898644,1061362,564.85,567.1875,568.75,566.0,566.65625,447
2709946.3755931053,1062938,585.0,583.8125,585.875,582.0,578.4375,447
2710007.6470827227,1075162,561.05,559.625,560.75,573.0,563.8125,447
2709963.89519397,1096307,561.15,553.5625,554.625,554.25,560.28125,447
2709951.7217322215,1082583,571.7,571.5,582.0,586.5,573.46875,447
2709975.612819821,1069149,560.3,560.9375,559.25,569.75,563.3125,447
2709924.0303640147,1071099,569.35,573.5,574.875,579.0,569.125,447
2709930.3696228852,1055843,570.1,570.375,562.125,560.25,570.1875,447
2709977.7062874027,1084500,571.65,574.8125,583.25,575.75,565.90625,447
2709915.0050200718,1065791,576.6,572.25,565.875,569.0,573.78125,447
2709914.14836295,1075937,563.85,562.375,574.875,561.0,565.75,447
2709962.381342621,1087903,576.2,576.25,575.375,574.75,571.9375,447
2709964.602047639,1060225,568.45,572.5625,582.375,582.75,570.78125,447
2709988.740675004,1065332,574.0,575.4375,577.125,568.25,572.90625,447
2710005.1327966126,1076741,558.45,558.5625,558.125,564.5,555.9375,447
2709919.906240493,1114930,568.75,568.0,558.25,538.75,569.40625,447
2709958.0854607825,1078605,575.5,575.5,574.125,563.5,575.03125,447
2709910.6003765296,1069971,572.4,570.6875,568.125,571.5,572.59375,447
2709955.917715874,1065674,577.55,580.75,584.5,578.75,574.03125,447
2709943.759194371,1078159,570.55,573.125,572.875,556.25,571.28125,447
2709947.1395045593,1079209,569.95,567.75,566.125,569.25,566.875,447
2709910.627702309,1074205,563.75,573.6875,576.5,575.25,567.78125,447
2709991.2338676886,1079055,568.55,563.5625,562.125,559.75,567.25,447
2709964.9839897337,1076137,562.45,563.375,557.375,562.25,565.625,447
2709943.8397549693,1088452,565.5,562.9375,556.0,570.0,568.15625,447
2709922.1690404303,1076898,570.8,572.6875,581.375,599.5,573.1875,447
2709985.548731761,1090534,573.7,572.4375,572.75,574.25,573.5625,447
2710000.8665257227,1064577,582.0,583.875,589.25,602.25,578.8125,447
2709953.970051112,1100143,577.55,578.375,579.75,580.5,571.25,447
2709961.091610065,1075751,561.65,559.1875,558.0,561.5,568.125,447
2709921.3131747795,1093392,576.15,576.5,588.5,584.25,574.28125,447
2709982.5240498004,1080930,574.65,570.6875,577.5,579.75,567.4375,447
2709978.0344033837,1067980,567.25,569.3125,569.875,570.0,571.90625,447
2709928.3086217525,1063429,565.75,556.875,552.375,558.0,567.84375,447
2709979.382404705,1076009,574.8,577.0,561.875,539.75,572.625,447
2709997.296615306,1085824,571.65,572.8125,573.75,588.25,568.6875,447
2709937.591539557,1084294,558.3,558.75,566.125,564.0,565.125,447
2709911.9695422426,1046955,574.95,573.0,577.25,584.5,576.46875,447
2709970.8192141145,1058339,571.35,568.6875,571.375,578.25,568.4375,447
2709996.558096228,1073840,575.95,580.125,586.25,589.5,574.8125,447
2709956.559255252,1103867,573.9,569.625,565.625,553.25,575.875,447
2709994.4848516867,1072706,579.65,578.4375,587.625,578.0,577.71875,447
2709996.672825613,1087738,566.9,568.125,564.25,560.75,567.4375,447
2709914.6299958644,1065641,573.4,576.0625,576.375,573.0,571.53125,447
2710005.6460079188,1075041,576.85,574.3125,573.0,578.0,573.1875,447
2710000.9656917406,1101034,567.0,567.875,564.0,566.75,571.5625,447
2709954.3930802327,1091260,566.65,566.75,565.375,564.5,565.59375,447
2709916.049775298,1063934,565.85,563.625,558.875,564.0,571.21875,447
2709936.189662275,1054876,563.95,564.25,565.5,570.0,567.03125,447
2709915.2345927265,1103351,573.9,573.1875,583.125,591.75,572.71875,447
2709928.054259005,1083012,567.0,566.5625,563.75,558.0,564.8125,447
2710005.4909763127,1061308,576.3,573.0,566.375,556.25,575.84375,447
2710000.28053703,1090913,572.5,572.25,569.0,556.5,573.40625,447
2709925.463835836,1045256,574.7,579.4375,573.0,578.5,574.71875,447
2709999.8587825224,1077694,579.2,575.5625,578.25,573.0,579.4375,447
2709927.3270189804,1075990,577.9,574.3125,576.875,561.5,574.4375,447
2709962.4731639107,1072015,585.65,591.3125,587.0,594.5,578.34375,447
2710008.552337191,1061449,569.75,563.4375,554.5,557.25,565.28125,447
2709921.85800702,1071424,577.65,580.9375,582.875,579.0,570.1875,447
2709946.9935390796,1073930,564.1,560.6875,552.625,558.25,566.75,447
2709973.604819193,1082310,570.7,563.625,561.25,548.25,570.6875,447
2709939.882969662,1065057,561.15,563.75,576.5,584.5,563.5625,447
2709976.1995033133,1078102,577.1,580.0,573.5,567.0,571.78125,447
2709992.037697312,1066779,573.8,574.4375,577.875,589.0,572.625,447
2709937.6937506697,1086582,574.25,572.625,578.75,562.25,575.375,447
2709919.857545252,1065748,579.25,574.25,561.0,547.25,578.375,447
2709948.7207628307,1080668,563.4,566.75,569.5,562.5,565.96875,447
2709986.9527746276,1085352,567.15,565.1875,580.75,589.0,571.28125,447
2709972.5571798016,1074734,572.8,573.25,559.625,553.5,571.84375,447
2709992.065364894,1058683,569.95,570.6875,567.375,574.5,573.46875,447
2709985.296599887,1091271,578.65,574.5,574.875,565.0,571.09375,447
2709943.09571529,1093233,569.4,570.875,574.875,574.75,566.75,447
2709971.7083213814,1099801,565.9,569.5625,569.375,564.5,563.53125,447
2709962.6986390157,1075581,570.7,569.1875,579.625,578.75,567.40625,447
2709961.559318219,1076756,567.45,570.875,574.875,565.5,567.0,447
2709911.04857517,1085039,583.35,587.375,594.5,598.25,580.5625,447
2709965.0390300057,1068627,561.7,563.1875,572.0,580.75,565.90625,447
2709978.3080067476,1088713,578.7,580.625,580.125,574.25,575.125,447
2709918.325975766,1074259,574.85,575.9375,581.75,589.25,571.9375,447
2709934.912746883,1083114,570.2,571.1875,572.5,576.5,567.875,447
2709909.4274258115,1066618,573.3,575.25,583.125,585.25,567.9375,447
2710001.0763329556,1072142,564.05,562.4375,558.375,564.5,567.59375,447
2709937.381500119,1076906,576.1,578.8125,570.75,574.25,577.1875,447
2709918.5215415354,1073677,574.4,577.3125,570.125,575.0,571.5625,447
2709981.392961004,1100041,567.3,569.0,566.0,571.75,570.15625,447
2709959.676857912,1085284,571.65,573.0625,578.5,585.0,574.125,447
2709953.2813593494,1072583,564.2,563.875,558.25,566.25,562.1875,447
2709936.034956616,1059212,577.2,577.0625,577.875,572.75,575.5625,447
2709969.451179545,1054679,572.95,573.0,562.25,555.0,575.34375,447
2709979.8480958827,1078055,573.6,572.5625,575.5,566.0,575.4375,447
2709929.6988012413,1106126,566.55,564.9375,558.875,555.5,575.8125,447
2709916.8800630094,1077269,563.45,558.1875,567.0,574.75,569.53125,447
2709952.346786953,1078762,569.35,566.5,569.75,574.5,571.21875,447
2709992.897827418,1089875,566.85,566.0625,560.25,565.75,568.84375,447
2709942.66079548,1073340,563.75,564.375,561.5,549.5,569.25,447
2709922.1758390153,1070401,579.05,570.5,562.25,577.25,573.78125,447
2710005.3151130094,1080525,565.9,567.0,570.75,576.0,569.75,447
2709991.303903416,1069353,577.45,583.625,579.5,574.5,575.34375,447
2710002.727574701,1085955,570.3,569.9375,574.0,581.5,570.71875,447
2709923.0058283857,1107579,572.9,575.5625,577.625,566.5,567.0625,447
2709983.3659768007,1094963,571.0,570.3125,577.75,584.75,568.9375,447
2709966.4482951653,1103331,567.7,572.375,564.0,559.25,572.0625,447
2709916.418875048,1059805,574.8,571.0,579.125,585.25,570.9375,447
2709935.399016258,1093250,567.85,564.0625,567.25,567.5,567.5,447
2709929.5497456947,1076223,573.9,571.6875,573.0,592.0,571.90625,447
2709921.6664442383,1082202,552.0,549.9375,549.125,565.0,560.875,447
2709931.058569786,1080862,572.95,571.3125,563.375,563.0,568.71875,447
2710004.681469123,1067274,568.3,563.625,556.0,552.75,570.59375,447
2709960.4129147073,1072663,560.5,561.0625,554.0,556.0,565.8125,447
2709965.276616152,1094379,566.8,565.875,572.5,561.75,568.03125,447
2709975.6038620323,1061593,575.2,575.5,592.75,595.75,573.625,447
2709935.6509235795,1080241,572.0,577.25,574.25,563.0,573.09375,447
2710006.837839993,1074551,576.25,579.5625,578.125,587.25,571.03125,447
2709945.3451858493,1053738,575.1,574.875,578.375,597.75,575.0625,447
2709943.378957226,1094161,566.35,560.125,561.375,563.0,568.46875,447
2709987.1596453125,1068785,564.85,563.5,559.875,559.5,569.875,447
2709953.8469761354,1060028,565.45,560.3125,551.625,555.25,564.90625,447
2709983.229895288,1060746,563.4,564.3125,559.375,552.5,564.25,447
2709995.6518764333,1068507,572.0,572.625,580.25,573.25,572.125,447
2710003.7148181135,1068526,566.45,565.5,575.125,578.75,561.5,447
2710001.298202197,1101155,578.05,579.8125,578.75,591.5,581.90625,447
2709971.5972146653,1039909,578.05,579.75,581.875,581.0,573.59375,447
2709915.750764239,1056000,567.45,567.875,570.75,575.25,572.59375,447
2709938.5966428886,1090233,576.85,577.25,570.125,575.75,573.78125,447
2709938.648590435,1091547,578.55,577.125,571.5,553.75,573.65625,447
2709925.54506237,1075564,579.45,581.8125,575.625,572.25,579.5625,447
2709977.181492167,1085097,570.1,568.0625,570.375,567.25,572.65625,447
2709925.812700137,1070379,569.95,568.8125,561.0,549.25,567.375,447
2709935.5256891577,1087766,575.3,580.0,578.75,576.5,573.375,447
2709982.039115633,1077108,572.35,573.6875,563.75,554.5,571.46875,447
2709975.200773264,1087014,574.2,563.875,560.75,569.5,574.375,447
2709953.8656932754,1099114,575.65,574.0,577.0,578.25,573.5625,447
2709984.795445411,1078998,563.8,562.4375,573.0,575.75,569.3125,447
2709970.5954682957,1059172,574.55,576.625,569.25,564.25,574.25,447
2709999.3058626703,1066476,563.65,566.0,574.875,560.75,568.21875,447
2709917.3712003273,1078176,575.35,572.75,579.625,573.5,572.59375,447
2709992.44461036,1052338,573.9,571.3125,568.5,561.75,574.21875,447
2710004.7286732276,1064746,565.4,568.375,568.375,560.25,563.6875,447
2710005.530751971,1070937,576.7,577.875,580.25,569.0,578.28125,447
2709955.5084343706,1078152,575.5,573.9375,571.375,573.25,574.71875,447
2709927.518672306,1080989,573.2,578.625,585.875,566.75,575.40625,447
2709944.7556308177,1057620,561.4,564.0625,564.5,568.5,566.5,447
2709997.2388573186,1073236,577.4,578.125,587.0,589.25,575.8125,447
2710002.8755918997,1079829,567.0,567.125,575.125,572.5,570.5,447
2709984.998423029,1074049,571.05,573.0625,572.625,577.75,570.3125,447
2709943.692338558,1089573,560.65,564.125,567.375,568.75,565.65625,447
2709950.0656327964,1109378,570.8,572.3125,574.75,564.75,567.96875,447
2709964.1013919916,1077295,574.3,574.8125,569.625,589.0,570.4375,447
2709991.875961869,1068739,568.1,567.4375,570.75,566.25,568.0625,447
2709987.0124867815,1079310,568.7,566.6875,569.375,573.25,568.0625,447
2709981.477416143,1063518,571.45,573.0625,576.625,560.75,567.375,447
2709966.035979319,1065190,566.7,569.4375,557.25,556.0,565.5,447
2709951.315832644,1096072,575.15,570.8125,569.75,572.75,572.125,447
2709987.883369906,1084327,573.05,571.875,562.625,555.0,569.09375,447
2710008.1179204118,1062498,570.9,569.375,573.375,583.5,564.9375,447
2709997.662106972,1068933,575.0,577.6875,576.0,558.25,577.5,447
2709995.8643166316,1083888,558.6,556.8125,550.5,562.25,562.25,447
2709967.9212094313,1083779,567.25,566.4375,565.25,560.75,565.6875,447
2710004.132612266,1067370,574.85,574.4375,577.75,572.25,575.3125,447
2709957.984943941,1036529,581.25,580.4375,575.75,580.5,579.0,447
2709924.377884114,1072369,559.1,558.875,561.25,575.5,562.5,447
2710004.991028837,1071039,570.7,571.9375,573.875,563.5,570.53125,447
2710004.3051391286,1086160,581.2,580.0625,586.625,583.0,575.5,447
2709951.1468083584,1082750,576.0,576.125,566.625,565.75,572.9375,447
2709973.2372470014,1089522,568.0,572.8125,580.625,581.75,570.65625,447
2709987.52740163,1070235,578.15,580.3125,578.875,585.0,573.75,447
2709967.132935759,1092928,568.15,563.5625,575.25,575.75,564.96875,447
2709967.843049148,1070767,582.7,579.25,581.25,591.25,578.28125,447
2710002.433843947,1090955,566.4,568.8125,562.375,562.25,571.625,447
2709941.9038694883,1066453,569.75,568.5,568.625,547.75,574.46875,447
2709946.6377969943,1065700,568.9,569.5625,566.625,567.5,575.1875,447
2709921.01280549,1076653,573.2,576.5,573.5,569.75,569.84375,447
2709981.3519184864,1055372,576.25,572.875,573.25,558.0,578.59375,447
2709940.5093465005,1062112,577.9,579.625,583.125,583.5,572.53125,447
2709959.0239490215,1068789,572.7,576.125,572.75,590.0,570.78125,447
2709999.998120083,1085925,570.1,575.3125,571.625,565.5,568.21875,447
2709924.9679175187,1061366,581.5,580.1875,575.875,590.75,575.59375,447
2709930.891235034,1100972,562.85,563.875,565.0,570.25,565.09375,447
2710005.0742829354,1078372,573.55,576.5625,573.375,567.75,575.46875,447
2709948.63307566,1068394,567.8,565.5625,558.875,543.0,564.25,447
2709969.6051619244,1077453,569.35,572.625,585.0,583.75,570.90625,447
2709930.0058069737,1085094,568.3,570.3125,568.75,567.25,568.84375,447
2709989.2892256053,1069762,576.1,578.1875,569.375,573.75,577.3125,447
2709934.268125457,1086849,568.95,564.9375,569.0,572.75,571.90625,447
2709932.996204018,1084710,587.6,583.375,579.75,584.5,582.46875,447
2709915.7362362975,1076453,574.65,576.875,573.625,583.75,577.6875,447
2709917.6027295194,1070703,569.0,566.0,557.75,555.75,573.15625,447
2709939.6813670914,1060236,562.8,560.125,550.5,546.5,560.40625,447
2709952.577963228,1056685,575.25,574.875,571.125,559.0,572.40625,447
2709979.422688821,1085550,577.2,574.125,570.75,566.25,576.78125,447
2709982.0641367473,1086135,567.8,565.8125,562.125,559.0,565.875,447
2709984.6789699593,1093540,575.65,571.6875,568.25,570.5,577.0,447
2709914.9442831133,1079595,573.5,573.5,577.5,585.5,574.0625,447
2709923.0524038416,1077473,571.25,572.375,575.75,567.5,571.4375,447
2709954.731339112,1087318,563.25,562.375,561.125,564.75,567.0625,447
2709980.6768492144,1079703,568.05,570.5,584.125,600.25,567.9375,447
2709986.665637661,1080401,570.75,570.5625,573.25,564.25,572.40625,447
2709965.573166465,1065307,571.55,570.3125,565.5,574.75,568.0,447
2709942.0822041687,1083866,576.45,576.0,585.125,577.25,572.78125,447
2709945.5832839883,1061616,575.25,576.5,577.125,580.0,571.84375,447
2709970.2140686586,1077984,565.5,566.3125,549.25,554.25,566.1875,447
2709955.6752556325,1099088,559.1,558.9375,552.25,563.5,561.1875,447
2709993.8274142183,1108157,574.3,574.625,575.0,573.5,573.0,447
2709971.6565302825,1074299,571.3,572.25,572.875,567.0,570.34375,447
2709987.1275736676,1080909,572.5,573.5625,578.25,578.75,568.9375,447
2710008.4912713426,1085397,574.15,570.875,576.25,563.25,569.4375,447
2709961.790415851,1072106,578.15,580.0625,594.375,583.5,575.71875,447
2710005.940945755,1048264,569.85,569.9375,569.5,569.5,570.0625,447
2709917.654993441,1083492,571.6,572.1875,570.0,575.5,571.25,447
2709953.1333732153,1082538,572.5,571.1875,574.875,576.5,569.59375,447
2709956.877147627,1085995,567.5,567.0625,557.125,543.0,568.4375,447
2710004.2988586216,1078615,570.35,575.25,586.375,580.5,570.53125,447
2709914.61491547,1059501,556.9,554.625,563.25,571.25,557.8125,447
2709930.930750034,1082742,580.25,579.0,584.125,591.25,578.21875,447
2709962.851186508,1071655,577.7,581.25,579.625,567.75,578.5,447
2709951.543204793,1100792,568.8,563.6875,560.125,564.25,568.84375,447
2709991.333488814,1058724,565.75,563.5625,551.25,548.75,570.9375,447
2710001.2161576813,1074740,573.05,571.5625,571.375,573.0,568.71875,447
2709995.1015388668,1084952,578.25,576.9375,581.75,572.0,575.75,447
2709926.2493819385,1069864,574.35,573.8125,565.0,568.0,577.1875,447
2709969.8622659296,1081803,567.2,568.375,567.25,564.5,571.65625,447
2709942.323096122,1078392,578.1,580.625,574.0,585.0,573.375,447
2710001.78777892,1079790,563.2,567.625,569.0,554.75,565.28125,447
2710008.07897733,1099193,569.25,563.1875,562.5,566.75,570.21875,447
2709935.24206515,1079724,554.75,551.0625,557.625,568.5,560.46875,447
2710002.161040882,1097632,569.5,570.6875,579.125,577.75,566.28125,447
2709976.8308347072,1063727,580.8,584.8125,590.125,590.75,579.0,447
2710001.7653464847,1091593,571.85,575.875,584.75,580.5,569.59375,447
2710007.5925746425,1080958,568.4,568.4375,568.5,562.25,568.21875,447
2709956.3845521263,1081787,561.9,562.6875,561.0,560.5,560.65625,447
2709925.3991519855,1080336,568.85,564.875,561.375,578.25,570.15625,447
2709994.438466167,1080891,569.0,563.625,568.875,566.75,566.46875,447
2709998.4920372767,1057969,567.85,573.0625,563.25,565.5,570.28125,447
2709997.4607617958,1082861,570.15,570.8125,571.875,563.25,572.34375,447
2709924.5932719572,1089449,570.15,571.125,571.125,557.5,571.59375,447
2709954.8560096184,1092937,575.3,570.1875,560.625,565.5,573.25,447
2710001.683965764,1081989,564.6,567.4375,568.75,565.75,568.1875,447
2709966.8496889826,1067866,570.9,575.0,573.625,570.5,572.8125,447
2709915.9585882034,1092010,572.2,574.0,574.625,590.0,575.75,447
2709998.50210374,1062052,571.05,567.875,562.25,570.75,569.6875,447
2709931.102711455,1090184,570.05,571.75,575.25,570.0,566.40625,447
2709956.8872936903,1077820,570.85,571.5625,568.5,561.5,568.21875,447
2709982.0481213904,1086602,563.35,565.375,566.5,563.0,565.5625,447
2709980.4239128204,1060929,567.1,568.6875,573.25,585.5,568.84375,447
2709953.157218004,1086661,564.0,569.5,576.125,580.25,563.84375,447
2709954.331654194,1067586,567.5,565.375,559.5,553.25,565.84375,447
2709954.754599377,1083334,568.05,565.3125,565.125,562.75,564.6875,447
2709916.246021758,1097417,573.8,571.0,569.5,573.25,567.65625,447
2709944.1634279434,1048368,565.75,566.625,571.875,570.5,567.9375,447
2710002.9772158386,1064327,575.75,577.1875,588.125,601.5,571.71875,447
2709984.5462212004,1079552,573.45,567.875,566.125,575.0,570.90625,447
2709934.264869628,1074573,580.35,579.5,572.375,556.25,575.9375,447
2709952.486769412,1020963,571.85,568.5,567.625,569.75,568.96875,447
2709953.813990508,1074221,570.35,570.1875,559.375,558.0,567.125,447
2709953.6415372393,1108865,570.7,563.375,566.25,561.25,564.78125,447
2709969.5715563227,1069083,572.05,566.5625,568.25,581.5,574.6875,447
2709915.5889299675,1074920,576.5,573.375,570.875,553.0,576.4375,447
2709961.875454904,1069441,567.9,569.5625,574.25,580.0,568.875,447
2709931.3349606665,1059776,574.4,572.25,568.75,558.75,571.375,447
2709933.9962469647,1076946,560.8,561.375,560.0,543.0,564.46875,447
2710001.3070202367,1062345,574.75,572.4375,578.375,592.0,573.71875,447
2709950.78187794,1051928,569.45,567.875,565.75,552.75,568.71875,447
2709940.8019462656,1080406,567.45,572.9375,585.625,591.5,567.78125,447
2709943.7799302926,1065271,573.4,575.0625,576.25,560.5,575.625,447
2709949.117379695,1078885,570.4,564.125,570.0,576.5,569.25,447
2709971.3569616526,1058552,578.55,578.5625,583.25,576.0,575.9375,447
2709993.357307788,1095420,569.6,572.1875,573.625,575.25,569.6875,447
2709967.1273215227,1083971,566.9,564.3125,557.0,562.75,566.8125,447
2709993.436054311,1099743,553.9,556.0625,553.5,557.0,555.34375,447
2709964.031262077,1080371,564.0,561.125,559.25,548.75,570.46875,447
2709953.0361574967,1071083,571.8,568.6875,562.0,560.0,569.21875,447
2709949.3278531483,1096405,573.15,571.6875,580.0,589.25,575.59375,447
2709994.523357405,1066866,565.8,563.6875,563.75,566.0,562.625,447
2709940.3319953736,1100143,559.45,558.875,569.375,576.5,564.71875,447
2709941.939500014,1066082,569.15,571.0625,569.875,567.25,572.125,447
2709913.003148728,1042360,570.95,571.25,572.375,579.0,569.3125,447
2709953.479114701,1067264,567.8,568.4375,553.875,561.0,562.96875,447
2709977.445289055,1103375,572.9,572.6875,569.0,598.75,574.71875,447
2709948.0883731255,1064349,572.05,570.9375,570.375,583.75,568.28125,447
2709982.5846651983,1078162,573.3,569.5625,556.5,551.0,569.28125,447
2709967.279861583,1047814,574.25,574.5625,577.75,554.5,575.90625,447
2709977.958495322,1091625,566.7,567.0,561.5,565.75,565.3125,447
2709988.256924998,1056980,579.6,576.9375,578.875,567.0,581.03125,447
2709965.494147648,1069909,575.5,572.25,579.875,577.0,572.3125,447
2710001.553050699,1091029,575.8,572.0,585.0,589.5,574.625,447
2709987.2479935214,1075639,563.5,565.125,568.125,565.25,562.1875,447
2709969.872719171,1064633,568.5,572.5625,568.25,579.25,566.65625,447
2709928.834001243,1061349,577.95,573.0,575.5,579.75,577.03125,447
2709931.49881055,1083548,559.25,553.8125,554.25,561.0,563.28125,447
2709932.9261749806,1085159,561.15,562.3125,567.25,575.25,563.65625,447
2709966.5659542494,1080272,567.85,568.9375,574.875,574.25,566.1875,447
2709941.688067107,1049418,564.45,563.6875,563.125,562.5,569.96875,447
2709934.934722697,1082153,558.3,558.875,567.625,554.25,565.28125,447
2709911.726727469,1085819,574.05,574.5,573.5,581.0,568.25,447
2709915.1774170985,1061831,574.8,574.125,574.875,580.75,566.8125,447
2709910.3902754225,1081096,570.25,565.5,571.375,574.0,567.3125,447
2710005.7298943703,1072745,572.75,574.3125,580.625,588.5,574.0625,447
2709941.6419472215,1110816,568.9,565.0,567.5,566.75,570.5,447
2709978.285935723,1081274,568.0,567.9375,577.375,566.25,568.125,447
2709953.4270254676,1059475,573.85,571.5625,575.625,566.75,575.6875,447
2709944.920263733,1068044,576.45,577.0,577.125,584.0,573.625,447
2709987.5615480985,1085285,574.85,577.375,584.125,585.75,576.59375,447
2709978.6742842384,1086336,577.45,573.5625,564.875,562.5,575.6875,447
2709943.8996070405,1054039,568.6,563.25,567.375,563.5,565.4375,447
2709982.0683559175,1076489,567.35,566.9375,569.375,570.5,569.5625,447
2709926.425203533,1079689,562.2,560.1875,562.0,565.0,561.75,447
2709982.7318823086,1069579,569.4,567.625,563.0,564.5,564.15625,447
2709914.8672400517,1075161,570.05,568.0625,567.875,566.25,572.5625,447
2709911.3122879975,1095966,565.0,569.9375,553.0,547.75,568.59375,447
2709975.7067203545,1081916,575.55,575.5,575.75,573.25,577.59375,447
2710000.819918665,1072166,573.2,574.9375,577.875,566.5,571.84375,447
2709930.4817423667,1083941,570.65,571.625,581.875,577.75,569.375,447
2709998.076058623,1075573,565.8,569.6875,558.5,564.0,569.09375,447
2709953.465961789,1091715,573.7,577.4375,581.25,577.75,569.59375,447
2709965.240026501,1066809,563.05,564.5625,563.25,558.25,566.5,447
2709996.9165966087,1070797,566.1,567.9375,564.375,563.25,563.1875,447
2709924.798562494,1064538,571.8,576.0,581.125,575.75,568.78125,447
2709962.099850361,1074052,571.05,569.5625,568.0,565.75,575.4375,447
2709997.2998224497,1056086,573.05,574.3125,573.625,570.75,570.78125,447
2709955.759589504,1073548,567.05,564.0,556.75,559.75,565.90625,447
2709922.0896560154,1057938,568.4,570.5625,578.625,582.25,565.03125,447
2709985.278095497,1074528,555.95,549.8125,549.25,557.0,559.78125,447
2709993.3532567904,1075037,576.85,584.625,574.625,577.75,572.75,447
2709954.437298382,1080291,569.2,567.5625,560.375,555.0,565.5625,447
2709984.415256995,1090124,565.35,568.0625,575.0,568.75,564.34375,447
2709979.7085678885,1073134,582.0,582.0625,587.875,597.5,578.75,447
2709910.371771695,1103271,570.6,565.1875,560.625,558.0,568.4375,447
2709924.9563253876,1064413,569.0,573.3125,575.5,576.75,570.03125,447
2709947.7273875573,1065701,581.05,585.9375,582.75,593.5,576.15625,447
2710004.671636717,1052860,577.5,579.375,564.125,577.5,577.0625,447
2709972.3201253624,1077774,574.35,569.875,568.625,583.5,573.1875,447
